id1;id2;dist;edge_id
27315270;27314816;55;39485810
27315588;27315833;167;39485060
27315588;27315857;36;39485183
27315616;27318736;1054;39411316
27315823;27316205;55;39485723
27315833;27315588;167;39485061
27315833;27316205;124;39485058
27315833;27316296;77;39485772
27315857;27314877;162;37796574
27315857;27315588;36;39485182
27315857;27315990;18;37796571
27315979;27316184;61;39485320
27315979;27317205;288;39697998
27315990;27315857;18;37796572
27315990;27316252;33;37796569
27315990;27316296;93;39698020
27316184;27314092;255;38164213
27316184;27315979;61;39485321
27316184;27316210;2;38164212
27316205;27314816;148;39485587
27316205;27315823;55;39485722
27316205;27315833;124;39485059
27316205;27316228;3;39697994
27316210;27316184;2;38164211
27316210;27316228;38;38164451
27316210;27316741;64;38164210
27316228;27316205;3;39697993
27316228;27316210;38;38164450
27316228;27316332;153;38164449
27316228;27316418;16;39697992
27316252;27315990;33;37796570
27316252;27316724;73;39485898
27316252;27317510;159;37796567
27316296;27315833;77;39485773
27316296;27315990;93;39698019
27316296;27316332;11;39698018
27316332;27316228;153;38164448
27316332;27316296;11;39698017
27316332;27317226;114;38163984
27316418;27316228;16;39697991
27316418;27316741;36;39697990
27316418;27317130;87;39698024
27316463;27316681;27;39485518
27316463;27316724;37;39485766
27316495;27318281;342;38164205
27316499;27317021;75;38164548
27316514;27314130;289;37500744
27316514;27315995;85;37500742
27316548;27314686;229;37625136
27316548;27316514;144;37625133
27316550;27316898;57;37500739
27316550;27318036;158;37741367
27316681;27316463;27;39485517
27316681;27316780;11;39485516
27316681;27316825;27;39485895
27316724;27316252;73;39485897
27316724;27316463;37;39485767
27316724;27316825;33;39485894
27316724;27316825;21;39485764
27316741;27316210;64;38164209
27316741;27316418;36;39697989
27316741;27317635;105;39697988
27316749;27316548;199;37625134
27316749;27316922;26;37734230
27316780;27316681;11;39485515
27316780;27316749;13;37734231
27316825;27316681;27;39485896
27316825;27316724;21;39485765
27316825;27316724;33;39485893
27316836;27316514;43;37500740
27316836;27316980;41;37625132
27316844;27317070;24;39714362
27316898;27316836;28;37500738
27316922;27317007;9;37734229
27316954;27317070;23;39714364
27316980;27316922;296;37625131
27316980;27318736;239;39268950
27317007;27317171;26;37734228
27317007;27319004;219;39484836
27317021;27316499;75;38164547
27317021;27317178;18;39698008
27317021;27317258;117;39698003
27317070;27316844;24;39714361
27317070;27316954;23;39714363
27317070;27317224;18;39714360
27317082;27317203;19;38842908
27317129;27317130;7;38164267
27317130;27316418;87;39698023
27317130;27317129;7;38164266
27317130;27317554;52;38164265
27317171;27316780;57;37734227
27317178;27317021;18;39698007
27317178;27317205;24;38164333
27317178;27317739;63;39698002
27317203;27317082;19;38842907
27317203;27317258;33;39698006
27317205;27315979;288;39697997
27317205;27317178;24;38164332
27317205;27317635;99;38164331
27317205;27317739;73;39697996
27317224;27317070;18;39714359
27317226;27316332;114;38163983
27317226;27317510;55;38164186
27317226;27317554;37;38163982
27317258;27317021;117;39698004
27317258;27317203;33;39698005
27317258;27318936;222;39698010
27317472;27318036;59;37741376
27317505;27315227;289;37741383
27317510;27316252;159;37796568
27317510;27317226;55;38164187
27317510;27318122;95;37796565
27317514;27317681;21;39698022
27317554;27317130;52;38164264
27317554;27317226;37;38163981
27317554;27317701;21;38163980
27317635;27316741;105;39697987
27317635;27317205;99;38164330
27317635;27318117;50;39697986
27317681;27317514;21;39698021
27317681;27317701;5;38164287
27317681;27318116;66;38164286
27317701;27317554;21;38163979
27317701;27317681;5;38164288
27317701;27318062;47;38163978
27317739;27317178;63;39698001
27317739;27317205;73;39697995
27317739;27319918;299;39698000
27318036;27318234;20;37741375
27318062;27317701;47;38163977
27318062;27318116;5;38163976
27318062;27318143;37;38164197
27318085;27319163;194;39714358
27318116;27317681;66;38164285
27318116;27318062;5;38163975
27318116;27318150;4;38163974
27318117;27317635;50;39697985
27318117;27318150;69;38164166
27318117;27319040;97;39697984
27318122;27317510;95;37796566
27318122;27318143;3;37796563
27318122;27319311;134;38163670
27318143;27318062;37;38164198
27318143;27318122;3;37796564
27318143;27318614;69;37796561
27318150;27318116;4;38163973
27318150;27318117;69;38164167
27318150;27318614;48;38163972
27318159;27316898;143;37741382
27318159;27317505;67;38164226
27318231;27318159;9;38164225
27318234;27320214;209;38163628
27318281;27316495;342;38164206
27318281;27320229;230;39737860
27318427;27318769;174;39268945
27318427;27319074;77;39715462
27318560;27318574;11;39411307
27318574;27318560;11;39411308
27318574;27318769;70;39411305
27318574;27319163;59;39411312
27318614;27318143;69;37796562
27318614;27318150;48;38163971
27318614;27318898;32;37796559
27318736;27315616;1054;39411315
27318736;27316980;239;39268949
27318736;27318769;8;39268948
27318769;27318427;174;39268946
27318769;27318574;70;39411306
27318769;27318736;8;39268947
27318898;27318614;32;37796560
27318898;27319040;17;37796557
27318898;27319311;133;38163665
27318936;27317258;222;39698009
27318936;27319588;79;39714388
27319004;27319414;49;39484833
27319040;27318117;97;39697983
27319040;27318898;17;37796558
27319040;27319918;97;39697982
27319074;27318427;77;39715461
27319074;27319177;13;39268952
27319163;27318085;194;39714357
27319163;27318574;59;39411311
27319163;27319561;46;39411310
27319177;27319074;13;39268951
27319177;27320404;189;39268944
27319311;27318122;134;38163671
27319311;27318898;133;38163664
27319311;27319514;29;38163668
27319414;27319424;12;39484832
27319414;27320037;67;37734254
27319424;27317171;261;37734240
27319424;27319430;8;39634124
27319430;27319424;8;39634125
27319436;27319893;95;39364728
27319514;27319311;29;38163669
27319514;27320101;148;37734267
27319514;27320416;185;37734266
27319561;27319163;46;39411309
27319561;27319626;7;39411314
27319586;27319588;105;39714390
27319587;27320404;485;38381563
27319588;27318936;79;39714387
27319588;27319586;105;39714389
27319588;27320362;83;39697980
27319626;27319561;7;39411313
27319626;27320731;126;39411304
27319893;27319436;87;37781689
27319893;27319996;32;39364580
27319911;27319893;77;37500779
27319911;27320132;58;39678279
27319918;27317739;299;39697999
27319918;27319040;97;39697981
27319918;27320416;51;39737859
27319934;27319911;31;37500778
27319939;27319436;130;37500998
27319939;27319934;79;39678169
27319996;27319019;141;37500780
27319996;27319893;32;39364579
27319996;27320644;182;39364587
27320027;27320362;53;39714392
27320037;27320583;75;39305467
27320037;27320583;56;37734253
27320061;27320301;40;38381548
27320101;27319514;148;37734268
27320101;27320648;87;39698077
27320102;27320521;122;37500999
27320129;27320857;97;39485562
27320132;27319911;58;39678278
27320184;27318231;207;38164274
27320214;27320748;53;38163627
27320229;27318281;230;39737861
27320229;27320265;11;38842909
27320236;27320731;120;39411299
27320265;27320229;11;38842910
27320265;27320543;91;38842915
27320301;27320980;108;38381764
27320302;27321208;178;37592542
27320362;27319588;83;39697979
27320362;27320027;53;39714391
27320362;27320543;19;39697978
27320404;27319177;189;39268943
27320404;27319587;485;38381564
27320404;27320644;40;38381561
27320407;27320821;75;38381634
27320416;27319514;185;37734265
27320416;27319918;51;39737858
27320416;27320940;50;39737857
27320427;27319939;252;37739819
27320427;27321846;135;37860573
27320457;27320648;76;38164276
27320543;27320265;91;38842916
27320543;27320362;19;39697977
27320543;27320548;10;38842913
27320548;27320543;10;38842914
27320548;27320940;361;38842911
27320548;27321157;68;39697976
27320561;27320648;74;38164310
27320561;27320825;26;37734264
27320583;27321332;73;37734252
27320586;27320407;48;38381729
27320594;27320666;32;39678283
27320616;27320427;47;37739818
27320644;27319996;182;39364586
27320644;27320404;40;38381562
27320644;27320665;23;39364585
27320644;27321317;99;38163814
27320648;27320101;87;39698078
27320648;27320457;76;38164275
27320648;27320561;74;38164311
27320665;27320644;23;39364584
27320665;27320926;214;37741379
27320666;27320594;32;39678282
27320666;27320703;39;39678310
27320666;27320812;29;39678309
27320703;27320666;39;39678311
27320722;27320616;22;37739808
27320731;27319626;126;39411303
27320731;27320236;120;39411300
27320731;27320884;16;39411297
27320742;27321264;58;38942326
27320748;27322012;120;37741366
27320785;27320184;59;37741387
27320810;27320812;4;38164378
27320810;27320818;11;38164377
27320810;27322233;132;38163700
27320812;27320666;29;39678308
27320812;27320810;4;38164379
27320812;27320836;56;38164374
27320818;27320810;11;38164376
27320818;27320867;46;38164371
27320821;27319957;103;38381520
27320825;27320561;26;37734263
27320825;27321300;45;37734262
27320825;27321729;176;37734246
27320836;27320812;56;38164375
27320836;27320857;91;38164372
27320836;27321336;48;39678248
27320857;27320129;97;39485561
27320857;27320836;91;38164373
27320857;27321613;227;38164364
27320867;27320818;46;38164370
27320867;27321197;92;38164369
27320867;27321226;34;39485866
27320868;27321401;54;38164627
27320868;27321531;96;39485689
27320876;27320884;42;39411301
27320884;27320731;16;39411298
27320884;27320876;42;39411302
27320884;27321079;19;39411295
27320926;27320665;214;37741378
27320926;27321079;23;38842941
27320940;27320416;50;39737856
27320940;27320548;361;38842912
27320940;27322320;127;39737855
27320980;27321208;42;39364729
27321029;27321898;96;38164483
27321041;27320586;59;37582480
27321041;27322995;321;39363861
27321066;27321157;32;38164257
27321079;27320884;19;39411296
27321079;27320926;23;38842940
27321079;27324005;332;38842939
27321157;27320548;68;39697975
27321157;27321066;32;38164256
27321157;27323427;332;38164255
27321180;27321722;106;38381464
27321180;27323177;235;37873734
27321197;27320867;92;38164368
27321197;27321317;132;38163811
27321197;27321512;60;38164367
27321208;27321662;70;39364583
27321226;27320867;34;39485865
27321226;27321407;35;39485232
27321226;27321850;95;39485864
27321264;27320742;58;38942325
27321264;27321966;66;38164526
27321300;27320825;45;37734261
27321300;27321424;87;37734237
27321300;27321697;42;37734260
27321317;27320644;99;38163813
27321317;27321197;132;38163812
27321317;27321401;63;39485590
27321326;27321336;47;39678259
27321332;27321783;43;39484834
27321336;27320836;48;39678247
27321336;27321326;47;39678260
27321336;27321605;27;39678246
27321394;27320722;95;37873738
27321394;27321606;28;39678331
27321401;27320868;54;38164626
27321401;27321317;63;39485591
27321401;27321641;24;38164625
27321407;27321226;35;39485231
27321424;27321300;87;37734236
27321424;27321697;58;37734235
27321424;27322036;82;39485721
27321447;27321606;29;39678277
27321512;27321197;60;38164366
27321512;27321700;24;38164363
27321512;27321850;88;39485262
27321526;27321180;157;37873737
27321526;27322064;50;39363805
27321531;27320868;96;39485688
27321591;27321605;47;39678271
27321592;27321919;30;39648335
27321605;27321336;27;39678245
27321605;27321591;47;39678272
27321605;27321928;27;39678244
27321606;27321394;28;39678330
27321606;27321447;29;39678276
27321606;27321820;20;39678329
27321613;27320857;227;38164365
27321613;27321846;57;38164360
27321613;27322267;60;39678274
27321641;27321401;24;38164624
27321641;27321898;64;39737849
27321641;27321932;41;38164623
27321662;27321874;43;39364582
27321662;27321975;36;39363796
27321697;27321300;42;37734259
27321697;27321424;58;37734234
27321697;27322036;30;37734258
27321698;27321729;4;39485824
27321700;27321512;24;38164362
27321700;27321815;32;39678233
27321700;27322117;48;38164359
27321722;27321180;106;38381463
27321722;27321847;34;39363806
27321722;27322064;53;38381462
27321729;27320825;176;37734245
27321729;27321698;4;39485823
27321729;27321967;20;37734244
27321755;27321526;48;37873736
27321755;27321546;23;39648334
27321764;27321394;38;37873735
27321764;27322100;105;38822622
27321783;27321864;12;39484831
27321783;27322600;113;39484835
27321815;27321700;32;39678234
27321820;27321606;20;39678328
27321838;27321755;8;37873716
27321846;27320427;135;37860572
27321846;27321613;57;38164361
27321846;27322507;85;38164354
27321847;27321722;34;39363807
27321850;27321226;95;39485863
27321850;27321512;88;39485263
27321850;27322065;21;39485862
27321864;27319424;246;37734239
27321864;27321967;138;37734226
27321866;27322995;129;39363855
27321874;27321919;19;39364575
27321898;27321029;96;38164482
27321898;27321641;64;39737850
27321898;27323073;145;38164481
27321917;27321928;45;39678253
27321919;27321959;32;37873714
27321928;27321605;27;39678243
27321928;27321917;45;39678254
27321928;27322236;76;39678242
27321932;27321641;41;38164622
27321932;27322281;64;38164184
27321932;27322291;48;38164621
27321935;27320785;111;37741372
27321959;27321838;15;37873715
27321959;27321980;18;38381582
27321966;27321264;66;38164525
27321966;27322174;18;38164524
27321967;27321729;20;37734243
27321967;27321864;138;37734225
27321967;27323174;120;37734242
27321975;27321662;36;39363797
27321980;27321838;14;38381583
27321980;27322064;72;38381459
27321980;27322487;52;38381698
27322012;27324235;264;37741370
27322036;27321424;82;39485720
27322036;27321697;30;37734257
27322036;27322564;57;37734256
27322064;27321526;50;39363804
27322064;27321722;53;38381461
27322064;27321980;72;38381460
27322065;27321850;21;39485861
27322065;27322339;27;38163762
27322100;27320519;149;37501274
27322100;27321764;105;38822623
27322117;27321700;48;38164358
27322117;27322134;72;38164039
27322117;27322291;20;38164357
27322134;27322117;72;38164040
27322174;27321966;18;38164523
27322174;27322840;136;38942357
27322233;27322518;73;39678313
27322233;27322924;79;38163699
27322236;27321928;76;39678241
27322240;27322487;59;39363888
27322267;27321613;60;39678273
27322281;27321932;64;38164185
27322291;27321932;48;38164620
27322291;27322117;20;38164356
27322291;27322629;48;38164353
27322320;27320940;127;39737854
27322320;27322366;5;39737853
27322320;27322564;67;37734280
27322339;27322065;27;38163761
27322339;27322343;99;39485208
27322339;27322428;67;38163760
27322343;27320818;144;38164479
27322343;27322339;99;39485207
27322366;27322320;5;39737852
27322366;27322795;45;39698038
27322403;27322428;40;38164016
27322428;27322339;67;38163759
27322428;27322403;40;38164015
27322428;27322637;26;38163758
27322487;27321980;52;38381699
27322487;27322240;59;39363887
27322487;27322927;69;39363886
27322507;27321846;85;38164355
27322507;27322100;40;37501273
27322518;27322233;73;39678312
27322564;27322036;57;37734255
27322564;27322320;67;37734279
27322564;27322722;41;37734278
27322592;27322945;202;38164381
27322600;27322735;37;37734251
27322629;27322291;48;38164352
27322629;27322662;7;38163961
27322629;27323073;56;38164351
27322637;27322428;26;38163757
27322637;27322662;95;38164180
27322637;27322729;17;38163756
27322662;27322629;7;38163962
27322662;27322637;95;38164181
27322662;27322848;22;38163959
27322722;27322564;41;37734277
27322722;27323174;110;37734276
27322729;27322637;17;38163755
27322729;27322797;109;39485708
27322729;27323038;31;38163754
27322734;27321864;115;37734238
27322734;27322600;18;37734250
27322735;27322921;18;37734249
27322795;27322722;94;39698035
27322795;27322918;39;39737851
27322795;27325554;283;39698037
27322797;27322729;109;39485709
27322840;27322174;136;38942358
27322840;27323044;26;38942353
27322848;27322662;22;38163960
27322848;27323148;80;38163957
27322848;27323749;112;39485246
27322918;27322366;65;38164194
27322921;27323024;18;37734248
27322921;27323740;87;37734281
27322924;27323054;59;38164070
27322924;27323828;109;39678210
27322924;27323828;135;38164042
27322927;27322487;69;39363885
27322945;27322592;202;38164380
27322945;27322918;9;38164435
27322977;27323054;53;39485354
27322995;27321041;321;39363860
27322995;27321866;129;39363854
27322995;27323069;11;39363859
27323024;27322734;46;37734247
27323038;27322729;31;38163753
27323038;27323148;32;39737848
27323038;27323243;72;39737845
27323044;27322840;26;38942354
27323045;27323720;154;38942360
27323054;27322343;81;38164478
27323054;27322924;59;38164069
27323054;27322977;53;39485353
27323054;27323243;45;38164068
27323069;27322995;11;39363858
27323069;27323274;47;39363857
27323069;27323787;76;39363864
27323073;27321898;145;38164480
27323073;27322629;56;38164350
27323073;27323700;87;38164349
27323087;27323560;50;39485913
27323098;27323560;71;39714356
27323148;27322848;80;38163958
27323148;27323038;32;39737847
27323148;27323820;94;39737844
27323174;27321967;120;37734241
27323174;27322722;110;37734275
27323174;27323266;23;37734274
27323177;27323196;19;38822614
27323177;27323727;61;37873733
27323243;27323038;72;39737846
27323243;27323054;45;38164067
27323243;27323338;17;38164066
27323266;27323174;23;37734273
27323266;27323376;31;37734272
27323266;27323376;50;39485655
27323274;27323069;47;39363856
27323274;27323964;69;38020089
27323276;27321041;299;37582479
27323276;27324803;171;39268989
27323315;27323338;72;38164024
27323337;27323359;5;38163662
27323337;27323541;34;38163659
27323337;27323998;124;39678339
27323338;27323243;17;38164065
27323338;27323315;72;38164023
27323338;27323780;71;38164064
27323359;27323337;5;38163663
27323359;27323422;36;38163660
27323359;27323541;33;39678302
27323376;27323266;31;37734271
27323376;27323266;50;39485656
27323376;27323400;5;37734270
27323400;27323376;5;37734269
27323400;27324665;327;39698033
27323403;27323786;44;39485225
27323422;27323359;36;38163661
27323422;27323609;56;39678337
27323422;27323649;33;39678257
27323427;27321157;332;38164254
27323427;27323962;56;38164253
27323427;27324147;85;38163931
27323453;27324286;86;38164385
27323541;27323337;34;38163658
27323541;27323359;33;39678303
27323541;27323866;40;38163657
27323556;27323817;29;38436659
27323560;27323087;50;39485914
27323560;27323098;71;39714355
27323560;27324005;61;39485911
27323609;27323422;56;39678336
27323609;27323649;6;39678335
27323609;27323826;32;39678252
27323645;27323796;22;39678347
27323645;27323996;83;39678307
27323649;27323422;33;39678258
27323649;27323609;6;39678334
27323649;27323816;23;39678267
27323676;27324628;98;38381571
27323700;27323073;87;38164348
27323700;27323749;46;38164298
27323700;27323848;23;38164347
27323712;27323796;14;39678266
27323720;27323045;154;38942359
27323720;27324246;72;38942332
27323727;27324105;63;37873731
27323727;27324392;76;37560496
27323740;27324377;64;37741386
27323749;27322848;112;39485245
27323749;27323700;46;38164297
27323749;27323786;40;38164296
27323780;27323338;71;38164063
27323780;27324061;44;38164062
27323780;27324490;103;38164190
27323781;27323989;79;39485626
27323786;27323403;44;39485224
27323786;27323749;40;38164295
27323786;27323820;35;38164294
27323787;27323069;76;39363865
27323796;27323645;22;39678346
27323796;27323712;14;39678265
27323796;27323826;5;39678345
27323816;27323649;23;39678268
27323817;27321764;205;37873732
27323817;27324086;91;38436658
27323820;27323148;94;39737843
27323820;27323786;35;38164293
27323820;27324024;29;38163853
27323820;27324061;65;38164292
27323826;27323609;32;39678251
27323826;27323796;5;39678344
27323826;27323886;9;39678343
27323828;27322924;135;38164041
27323828;27322924;109;39678211
27323828;27323916;10;39678208
27323848;27323700;23;38164346
27323848;27323989;25;38164345
27323848;27324209;123;38164546
27323866;27323541;40;38163656
27323866;27323998;16;38163655
27323866;27324467;80;39678230
27323886;27323826;9;39678342
27323886;27323996;16;39678341
27323886;27324076;27;39678292
27323896;27323024;94;37741374
27323916;27323828;10;39678209
27323916;27323995;20;38381522
27323956;27324622;243;37739755
27323956;27324854;99;38164540
27323962;27323427;56;38164252
27323962;27324147;50;38164324
27323962;27324690;127;38164251
27323964;27323274;69;38020088
27323964;27324107;14;38020093
27323973;27324202;76;39710973
27323973;27324374;41;39066902
27323973;27324460;142;39710970
27323989;27323781;79;39485625
27323989;27323848;25;38164344
27323989;27324209;45;38164343
27323993;27324024;40;39678239
27323995;27323956;15;37739758
27323996;27323645;83;39678306
27323996;27323886;16;39678340
27323996;27324076;20;38164586
27323998;27323337;124;39678338
27323998;27323866;16;38163654
27323998;27324226;31;38163653
27324005;27321079;332;38842938
27324005;27323560;61;39485912
27324005;27324037;12;38842937
27324012;27322945;165;38164434
27324012;27324859;116;38164164
27324024;27323820;29;38163852
27324024;27323993;40;39678240
27324024;27324116;16;38163851
27324037;27324005;12;38842936
27324037;27325084;140;39010453
27324037;27325260;254;38842935
27324050;27324213;23;39678262
27324061;27323780;44;38164061
27324061;27323820;65;38164291
27324061;27324652;103;38164060
27324076;27323886;27;39678291
27324076;27323996;20;38164585
27324076;27324279;28;38164582
27324086;27324150;23;38436657
27324086;27324378;29;38381539
27324093;27323916;18;38381501
27324093;27323995;19;37739757
27324105;27324310;162;37873730
27324107;27323964;14;38020092
27324107;27324471;36;38020101
27324116;27324024;16;38163850
27324116;27324270;34;39678300
27324116;27324270;24;38163849
27324147;27323427;85;38163932
27324147;27323962;50;38164325
27324147;27324286;41;39698045
27324147;27325124;118;39698042
27324150;27324287;66;38436656
27324150;27324378;29;38381538
27324202;27323973;76;39710974
27324202;27324447;50;39710971
27324202;27324509;42;39066900
27324209;27323848;123;38164545
27324209;27323989;45;38164342
27324209;27324697;61;38164341
27324213;27324050;23;39678261
27324213;27324279;10;38164583
27324213;27324430;35;38164578
27324226;27323998;31;38163652
27324226;27324402;27;38164580
27324226;27324467;57;38164573
27324229;27324315;91;39737787
27324229;27324505;39;38164161
27324235;27325148;135;37741369
27324235;27325289;153;38163854
27324246;27323720;72;38942331
27324246;27326213;223;37526796
27324270;27324116;24;38163848
27324270;27324116;34;39678301
27324270;27324355;15;38163847
27324278;27324665;77;39485434
27324279;27324076;28;38164581
27324279;27324213;10;38164584
27324279;27324307;4;39678319
27324286;27323453;86;38164384
27324286;27324147;41;39698046
27324286;27324321;7;39698043
27324287;27322507;183;37501272
27324287;27324622;122;38436662
27324287;27325149;94;38086084
27324307;27324279;4;39678318
27324307;27324430;51;39678317
27324307;27324490;26;39714354
27324310;27323817;114;37873729
27324310;27324865;58;38163871
27324315;27324229;91;39737788
27324315;27324337;5;38164053
27324315;27324678;44;38164052
27324321;27324012;40;38164433
27324321;27324286;7;39698044
27324337;27324315;5;38164054
27324337;27324706;45;38164049
27324337;27324868;91;39737789
27324352;27324374;25;39066895
27324352;27324566;48;39066892
27324352;27324598;148;39066898
27324355;27324270;15;38163846
27324355;27324393;24;39485352
27324355;27324428;15;38163845
27324363;27324675;56;39678327
27324374;27323973;41;39066901
27324374;27324352;25;39066896
27324374;27324509;45;39066893
27324377;27325084;77;37741381
27324378;27324086;29;38381540
27324378;27324150;29;38381537
27324378;27324586;30;38163743
27324378;27324686;33;39678220
27324392;27324105;38;38381726
27324392;27324650;31;38381530
27324393;27324355;24;39485351
27324402;27324093;55;37739756
27324402;27324226;27;38164579
27324408;27324428;32;39678294
27324428;27324355;15;38163844
27324428;27324408;32;39678293
27324428;27324626;44;38163843
27324430;27324213;35;38164577
27324430;27324307;51;39678316
27324430;27324467;5;38164576
27324447;27324202;50;39710972
27324447;27324756;42;39710966
27324447;27325175;134;39710967
27324460;27323973;142;39710969
27324460;27324471;253;38381586
27324460;27324928;74;39066920
27324460;27326186;230;38381769
27324467;27323866;80;39678229
27324467;27324226;57;38164574
27324467;27324430;5;38164575
27324471;27324107;36;38020100
27324471;27324460;253;38381587
27324471;27325374;131;38020099
27324476;27324675;28;39678223
27324490;27323780;103;38164191
27324490;27324307;26;39714353
27324490;27325106;99;38164188
27324505;27324229;39;38164160
27324505;27324678;34;38164159
27324505;27324802;41;38164002
27324509;27324202;42;39066899
27324509;27324374;45;39066894
27324509;27324598;25;39066889
27324548;27323896;67;37741385
27324566;27324352;48;39066891
27324566;27324928;44;39066886
27324566;27325154;68;39758793
27324584;27324697;62;39485346
27324586;27324378;30;38163744
27324586;27324686;21;38381589
27324586;27324802;33;38163741
27324598;27324352;148;39066897
27324598;27324509;25;39066890
27324598;27324756;27;39066887
27324622;27324287;122;38436663
27324622;27325256;159;39678206
27324626;27324428;44;38163842
27324626;27324684;35;39485462
27324626;27324833;48;38163841
27324628;27325518;98;38381772
27324634;27323673;99;37560502
27324650;27324392;31;38381531
27324650;27325388;86;38381758
27324652;27324061;103;38164059
27324652;27324936;32;39485425
27324662;27324859;29;38163808
27324665;27323400;327;39698034
27324665;27324278;77;39485435
27324665;27324990;35;39485597
27324675;27324363;56;39678326
27324675;27324476;28;39678224
27324675;27325256;72;39678221
27324676;27324548;13;39484827
27324678;27324315;44;38164051
27324678;27324505;34;38164158
27324678;27324706;5;38164157
27324684;27324626;35;39485461
27324686;27324586;21;38381590
27324686;27325169;49;39678219
27324687;27324912;64;38381710
27324687;27324956;50;38381707
27324687;27324992;42;38381734
27324690;27323962;127;38164250
27324690;27325124;118;38164533
27324690;27325436;139;39698055
27324690;27325906;150;38164249
27324697;27324209;61;38164340
27324697;27324584;62;39485345
27324697;27324939;26;38164339
27324705;27325161;52;39678236
27324706;27324337;45;38164050
27324706;27324678;5;38164156
27324706;27324823;33;38164155
27324727;27324321;65;38164432
27324727;27326000;175;38164021
27324728;27324803;19;38707745
27324756;27324447;42;39710965
27324756;27324598;27;39066888
27324756;27325219;74;39710964
27324802;27324505;41;38164001
27324802;27324586;33;38163742
